Time, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec, Date/Time, 
677835, 10.24, 359.64, 55.22, 36.18, 44.82, 41.15, 11.85, 359.51, 56.63, 84.9, 6.7, 57.293289, -2.001820, 3.80, 3.00, 9, 90, 04/21/2013 13:34:13   , 
680780, 0.92, 358.33, 139.56, 33.97, 42.55, 35.84, 1.36, 357.88, 139.78, 84.9, 6.7, 57.293331, -2.001790, 4.10, 3.00, 10, 80, 04/21/2013 13:34:16   , 
683049, 1.57, 356.59, 109.89, 37.02, 47.19, 40.84, 1.67, 356.84, 111.05, 85.0, 6.8, 57.293361, -2.001760, 4.20, 3.44, 10, 80, 04/21/2013 13:34:19   , 
685287, 6.17, 351.78, 136.82, 38.07, 48.72, 43.17, 6.71, 351.20, 136.90, 85.1, 6.8, 57.293411, -2.001720, 4.20, 3.00, 10, 80, 04/21/2013 13:34:23   , 
688217, 0.92, 359.30, 46.27, 35.83, 43.96, 40.15, 1.27, 359.23, 47.72, 85.2, 6.8, 57.293441, -2.001680, 4.70, 3.00, 10, 80, 04/21/2013 13:34:26   , 
690479, 2.18, 354.60, 76.20, 35.72, 43.79, 40.46, 3.03, 353.90, 76.54, 85.3, 6.9, 57.293479, -2.001650, 4.80, 3.18, 10, 80, 04/21/2013 13:34:29   , 
692712, 0.28, 353.50, 49.73, 34.14, 45.89, 37.16, 0.41, 352.70, 51.38, 84.4, 6.8, 57.293529, -2.001610, 4.60, 3.38, 10, 80, 04/21/2013 13:34:33   , 
695627, 7.71, 356.55, 139.35, 37.06, 46.67, 43.13, 9.57, 356.59, 139.43, 85.0, 6.8, 57.293560, -2.001590, 4.00, 3.38, 10, 80, 04/21/2013 13:34:36   , 
697893, 2.01, 354.26, 106.38, 38.45, 45.00, 42.61, 2.47, 352.79, 106.94, 85.1, 6.8, 57.293598, -2.001560, 3.40, 3.15, 10, 80, 04/21/2013 13:34:39   , 
700133, 0.28, 356.90, 269.54, 37.23, 46.16, 43.65, 0.37, 356.76, 270.16, 85.5, 6.9, 57.293640, -2.001510, 3.10, 3.20, 10, 80, 04/21/2013 13:34:43   , 
703098, 8.50, 355.89, 80.93, 37.98, 43.82, 41.19, 8.85, 355.12, 82.74, 85.5, 6.9, 57.293678, -2.001480, 3.10, 3.20, 10, 80, 04/21/2013 13:34:46   , 
705348, 7.87, 357.61, 148.42, 37.02, 44.61, 42.01, 9.90, 357.38, 149.27, 85.2, 6.9, 57.293708, -2.001450, 3.30, 3.16, 10, 80, 04/21/2013 13:34:49   , 
707555, 7.85, 352.16, 143.59, 35.03, 46.99, 40.79, 8.53, 349.57, 144.39, 84.9, 6.8, 57.293758, -2.001430, 3.30, 2.75, 10, 80, 04/21/2013 13:34:53   , 
710521, 13.26, 357.48, 227.98, 34.91, 44.66, 38.76, 18.55, 356.71, 228.88, 84.9, 6.8, 57.293800, -2.001400, 3.10, 2.75, 10, 80, 04/21/2013 13:34:56   , 
712792, 14.45, 356.10, 262.22, 36.96, 45.18, 39.44, 15.64, 356.01, 262.37, 85.3, 6.9, 57.293838, -2.001390, 3.00, 3.16, 10, 80, 04/21/2013 13:34:59   , 
715026, 2.40, 357.07, 193.84, 36.61, 45.51, 40.35, 2.36, 356.84, 194.69, 85.4, 6.9, 57.293891, -2.001360, 3.00, 3.18, 10, 80, 04/21/2013 13:35:03   , 
717957, 2.96, 353.75, 53.14, 35.75, 45.33, 38.70, 3.07, 352.11, 54.44, 85.6, 6.9, 57.293918, -2.001340, 3.00, 3.18, 10, 80, 04/21/2013 13:35:06   , 
720216, 5.19, 357.10, 105.30, 37.66, 47.92, 39.88, 5.31, 357.38, 106.15, 85.5, 6.9, 57.293960, -2.001330, 1.90, 2.82, 10, 80, 04/21/2013 13:35:09   , 
722452, 0.26, 359.42, 314.03, 33.87, 42.44, 38.64, 0.32, 359.27, 313.56, 84.6, 6.9, 57.293998, -2.001300, 2.70, 3.07, 10, 80, 04/21/2013 13:35:13   , 
725428, 3.84, 355.64, 40.87, 34.82, 41.25, 38.28, 4.37, 354.29, 43.75, 85.1, 6.9, 57.294021, -2.001280, 3.20, 3.07, 10, 80, 04/21/2013 13:35:16   , 
727693, 5.33, 358.27, 110.77, 34.65, 46.14, 41.09, 7.52, 358.09, 113.18, 85.3, 6.9, 57.294048, -2.001270, 4.00, 2.19, 10, 80, 04/21/2013 13:35:19   , 
729931, 3.54, 358.20, 169.73, 35.93, 46.23, 42.63, 4.87, 358.27, 171.23, 85.4, 7.0, 57.294101, -2.001240, 4.40, 3.12, 10, 80, 04/21/2013 13:35:23   , 
732869, 0.77, 359.45, 48.28, 33.84, 44.17, 41.54, 0.97, 359.32, 49.75, 85.4, 7.0, 57.294139, -2.001220, 5.10, 3.12, 10, 80, 04/21/2013 13:35:26   , 
735131, 2.40, 359.73, 84.20, 37.26, 46.20, 40.14, 2.69, 359.64, 86.36, 85.2, 6.9, 57.294181, -2.001210, 5.50, 2.26, 10, 80, 04/21/2013 13:35:29   , 
737364, 4.37, 359.46, 144.21, 38.73, 45.00, 42.70, 4.79, 359.33, 143.55, 84.8, 6.8, 57.294231, -2.001190, 7.00, 2.89, 10, 80, 04/21/2013 13:35:33   , 
740271, 1.36, 356.19, 50.98, 36.87, 46.19, 40.46, 1.78, 355.99, 53.16, 85.3, 6.9, 57.294269, -2.001190, 7.40, 2.89, 10, 80, 04/21/2013 13:35:36   , 
742535, 1.57, 358.36, 63.37, 36.92, 45.00, 40.90, 1.58, 357.95, 65.84, 85.1, 6.8, 57.294311, -2.001190, 7.30, 2.73, 10, 80, 04/21/2013 13:35:39   , 
744769, 4.84, 354.88, 180.37, 34.84, 43.68, 39.25, 5.47, 354.29, 179.41, -999, -999, 57.294361, -2.001210, 8.50, 2.39, 10, 80, 04/21/2013 13:35:44   , 
748192, 0.30, 359.19, 275.28, 38.07, 47.58, 44.18, 0.35, 359.14, 274.84, 84.9, 6.8, 57.294391, -2.001210, 8.60, 2.55, 10, 80, 04/21/2013 13:35:47   , 
750414, 1.67, 358.60, 141.69, 32.95, 44.31, 35.29, 2.14, 358.13, 142.43, 85.2, 6.8, 57.294418, -2.001220, 9.00, 2.55, 9, 100, 04/21/2013 13:35:50   , 
752659, 0.27, 356.84, 279.46, 33.89, 44.52, 40.96, 0.38, 356.78, 278.83, 85.4, 6.7, 57.294460, -2.001220, 9.20, 2.70, 10, 80, 04/21/2013 13:35:53   , 
755218, 3.94, 359.65, 183.96, 30.80, 43.93, 39.94, 5.01, 359.64, 183.63, 85.4, 6.7, 57.294490, -2.001230, 9.50, 2.70, 10, 80, 04/21/2013 13:35:56   , 
757505, 5.43, 360.00, 102.64, 37.05, 44.70, 42.87, 5.81, 360.00, 103.19, 86.0, 6.9, 57.294521, -2.001240, 10.10, 0.92, 10, 80, 04/21/2013 13:35:59   , 
759742, 1.06, 360.00, 137.10, 33.69, 45.00, 36.06, 1.06, 360.00, 137.90, -999, -999, 57.294570, -2.001250, 9.90, 3.52, 10, 80, 04/21/2013 13:36:04   , 
763166, 0.88, 357.09, 195.99, 34.83, 41.30, 36.27, 1.18, 356.11, 196.49, 85.6, 7.1, 57.294601, -2.001270, 10.00, 2.38, 10, 80, 04/21/2013 13:36:07   , 
765390, 6.09, 357.19, 21.60, 33.26, 41.21, 37.60, 7.90, 356.16, 24.12, 85.9, 7.2, 57.294620, -2.001280, 10.30, 1.24, 10, 80, 04/21/2013 13:36:10   , 
767623, 0.34, 357.55, 52.93, 33.27, 42.49, 36.28, 0.37, 356.74, 55.37, 85.0, 7.1, 57.294639, -2.001300, 10.50, 2.00, 10, 80, 04/21/2013 13:36:13   , 
770386, 1.99, 357.94, 30.81, 29.26, 36.87, 34.82, 2.69, 356.88, 33.22, 85.0, 7.1, 57.294658, -2.001310, 11.20, 2.19, 10, 80, 04/21/2013 13:36:17   , 
772647, 4.69, 359.70, 32.95, 35.39, 41.04, 37.89, 5.71, 359.66, 35.50, 85.0, 7.0, 57.294681, -2.001320, 11.50, 1.82, 10, 80, 04/21/2013 13:36:19   , 
774908, 2.00, 359.72, 187.12, 33.10, 40.52, 39.03, 2.60, 359.62, 187.99, 85.0, 7.2, 57.294700, -2.001340, 11.50, 0.36, 10, 80, 04/21/2013 13:36:23   , 
777513, 5.99, 7.54, 6.23, 38.39, 40.36, 39.10, 7.08, 9.22, 7.65, 85.0, 7.2, 57.294700, -2.001340, 11.70, 0.36, 10, 80, 04/21/2013 13:36:26   , 
779764, 6.15, 359.70, 113.91, 27.36, 40.25, 33.48, 10.18, 359.56, 116.17, 84.8, 7.2, 57.294708, -2.001350, 11.80, 2.36, 10, 80, 04/21/2013 13:36:29   , 
782003, 4.74, 355.96, 46.32, 30.18, 40.76, 39.54, 6.47, 354.18, 48.19, -999, -999, 57.294750, -2.001380, 12.00, 1.82, 10, 80, 04/21/2013 13:36:34   , 
785418, 4.21, 357.04, 61.75, 33.69, 42.66, 35.87, 5.99, 356.72, 65.01, 84.0, 7.2, 57.294780, -2.001410, 12.00, 2.34, 10, 80, 04/21/2013 13:36:37   , 
787640, 0.29, 358.47, 93.04, 35.20, 40.94, 37.43, 0.39, 357.83, 92.94, 84.4, 7.4, 57.294799, -2.001430, 12.20, 1.96, 10, 80, 04/21/2013 13:36:40   , 
789878, 7.83, 358.26, 107.29, 32.63, 39.87, 36.18, 9.40, 357.84, 109.18, 83.9, 7.4, 57.294818, -2.001460, 12.50, 2.29, 9, 110, 04/21/2013 13:36:43   , 
792659, 10.90, 360.00, 66.80, 34.25, 43.23, 39.42, 13.94, 360.00, 68.74, 83.9, 7.4, 57.294849, -2.001500, 13.00, 2.81, 8, 130, 04/21/2013 13:36:47   , 
794909, 3.67, 354.26, 55.31, 32.86, 41.78, 40.10, 4.29, 353.29, 56.12, 83.9, 7.5, 57.294860, -2.001510, 13.20, 0.61, 8, 130, 04/21/2013 13:36:49   , 
797181, 3.71, 358.77, 61.13, 32.40, 40.73, 36.48, 4.67, 358.38, 64.57, 84.5, 7.5, 57.294868, -2.001540, 14.40, 1.90, 9, 110, 04/21/2013 13:36:53   , 
799788, 2.45, 359.73, 189.33, 33.31, 39.89, 35.57, 3.73, 359.65, 190.34, 83.7, 7.5, 57.294879, -2.001580, 14.80, 1.90, 9, 110, 04/21/2013 13:36:56   , 
802051, 9.81, 358.67, 145.84, 30.81, 41.71, 40.13, 11.52, 358.46, 147.14, 83.5, 7.6, 57.294891, -2.001620, 15.00, 2.72, 9, 110, 04/21/2013 13:36:59   , 
804290, 0.99, 356.97, 45.84, 37.39, 41.87, 39.54, 1.28, 356.50, 48.13, 82.8, 7.6, 57.294910, -2.001680, 15.00, 2.47, 9, 110, 04/21/2013 13:37:03   , 
807226, 4.44, 356.73, 56.89, 33.98, 39.08, 37.29, 6.21, 355.66, 59.09, 82.7, 7.6, 57.294929, -2.001720, 15.10, 2.47, 9, 110, 04/21/2013 13:37:06   , 
809477, 1.27, 359.40, 143.76, 34.42, 40.74, 38.98, 1.57, 359.20, 145.28, 82.4, 7.6, 57.294948, -2.001760, 15.20, 2.43, 9, 110, 04/21/2013 13:37:09   , 
811714, 2.18, 359.71, 14.37, 34.25, 41.87, 36.57, 3.20, 359.62, 16.14, 81.6, 7.5, 57.294971, -2.001820, 15.00, 2.05, 9, 110, 04/21/2013 13:37:13   , 
814671, 5.08, 354.50, 80.00, 32.74, 43.91, 37.67, 7.13, 352.03, 82.26, 82.1, 7.5, 57.294971, -2.001870, 14.90, 2.05, 9, 110, 04/21/2013 13:37:16   , 
816942, 3.63, 358.38, 189.71, 35.46, 41.12, 37.69, 4.80, 357.89, 190.48, 82.1, 7.6, 57.294960, -2.001920, 14.90, 2.31, 9, 110, 04/21/2013 13:37:19   , 
819181, 0.30, 356.60, 180.47, 35.57, 42.90, 40.79, 0.36, 355.68, 180.06, 81.5, 7.6, 57.294929, -2.001970, 14.90, 1.65, 9, 110, 04/21/2013 13:37:23   , 
822099, 5.66, 360.00, 43.41, 33.63, 41.19, 38.08, 7.48, 360.00, 45.49, 82.0, 7.6, 57.294921, -2.001990, 14.90, 1.65, 9, 110, 04/21/2013 13:37:26   , 
824366, 3.37, 351.70, 97.91, 32.69, 44.01, 41.34, 4.18, 351.08, 99.25, 82.1, 7.7, 57.294910, -2.002020, 15.20, 1.63, 9, 110, 04/21/2013 13:37:29   , 
826601, 6.78, 358.39, 10.73, 31.08, 41.43, 38.53, 8.13, 357.34, 12.81, 81.8, 7.7, 57.294910, -2.002060, 15.40, 1.27, 9, 110, 04/21/2013 13:37:33   , 
829558, 3.33, 356.57, 181.56, 35.37, 40.70, 38.25, 4.66, 356.01, 182.49, 81.7, 7.7, 57.294898, -2.002080, 15.80, 1.27, 9, 110, 04/21/2013 13:37:36   , 
831826, 4.73, 18.43, 9.59, 28.79, 37.39, 31.38, 6.31, 29.25, 15.48, 81.5, 7.7, 57.294891, -2.002100, 16.10, 1.73, 9, 110, 04/21/2013 13:37:39   , 
834055, 2.10, 352.48, 51.21, 33.63, 40.36, 39.14, 3.16, 350.66, 52.38, -999, -999, 57.294868, -2.002150, 16.90, 1.75, 9, 110, 04/21/2013 13:37:44   , 
837496, 2.04, 351.23, 51.62, 35.19, 42.18, 38.66, 2.83, 349.90, 53.20, 80.6, 7.7, 57.294849, -2.002170, 17.20, 1.13, 9, 110, 04/21/2013 13:37:47   , 
839717, 5.19, 355.50, 99.87, 29.61, 41.69, 35.70, 6.43, 353.56, 102.41, 81.2, 7.8, 57.294841, -2.002190, 17.60, 1.53, 9, 110, 04/21/2013 13:37:50   , 
841958, 1.53, 359.37, 186.28, 35.15, 40.60, 39.08, 1.96, 359.25, 187.73, 81.1, 7.8, 57.294830, -2.002210, 18.10, 1.54, 9, 110, 04/21/2013 13:37:53   , 
844517, 3.56, 360.00, 55.11, 31.64, 36.95, 35.40, 5.19, 360.00, 58.94, 81.2, 7.9, 57.294818, -2.002230, 18.40, 1.54, 9, 110, 04/21/2013 13:37:56   , 
846771, 4.03, 359.47, 54.52, 32.01, 38.55, 37.33, 5.39, 359.24, 56.79, 81.0, 7.9, 57.294811, -2.002260, 18.50, 1.23, 9, 110, 04/21/2013 13:37:59   , 
849005, 3.11, 14.49, 6.37, 32.89, 37.42, 34.61, 4.43, 19.80, 9.22, -999, -999, 57.294799, -2.002290, 19.10, 1.25, 9, 110, 04/21/2013 13:38:04   , 
852457, 4.22, 359.00, 102.46, 31.89, 39.69, 34.53, 6.76, 358.43, 105.08, 80.3, 7.9, 57.294788, -2.002310, 20.10, 1.02, 9, 110, 04/21/2013 13:38:07   , 
854681, 3.26, 358.92, 184.25, 31.68, 38.41, 34.36, 4.11, 358.35, 185.78, 80.9, 8.0, 57.294780, -2.002320, 21.10, 0.67, 9, 110, 04/21/2013 13:38:10   , 
856915, 4.48, 358.51, 12.71, 31.98, 37.46, 34.20, 6.66, 357.71, 17.14, 80.5, 8.1, 57.294769, -2.002340, 21.30, 1.17, 9, 110, 04/21/2013 13:38:13   , 
859476, 0.83, 356.22, 36.15, 31.37, 40.29, 38.54, 1.11, 354.97, 38.88, 80.5, 8.1, 57.294738, -2.002350, 21.00, 1.17, 9, 110, 04/21/2013 13:38:16   , 
861739, 2.37, 359.36, 195.38, 30.03, 42.29, 41.38, 2.86, 359.03, 195.96, 80.2, 8.1, 57.294708, -2.002350, 20.80, 2.73, 9, 110, 04/21/2013 13:38:19   , 
863977, 1.17, 358.82, 49.39, 32.66, 41.90, 39.04, 1.52, 358.17, 52.51, 79.4, 8.2, 57.294681, -2.002310, 20.10, 2.54, 9, 110, 04/21/2013 13:38:23   , 
866941, 3.08, 354.83, 14.88, 33.41, 42.87, 41.19, 3.32, 352.19, 16.33, 79.9, 8.2, 57.294651, -2.002290, 19.70, 2.54, 9, 110, 04/21/2013 13:38:26   , 
869206, 5.88, 360.00, 61.06, 33.50, 41.29, 37.92, 7.41, 360.00, 63.23, 79.8, 8.2, 57.294620, -2.002290, 19.50, 2.27, 7, 160, 04/21/2013 13:38:29   , 
871440, 0.77, 18.25, 7.98, 36.45, 42.18, 37.68, 1.05, 22.46, 10.33, 79.3, 8.3, 57.294589, -2.002300, 20.30, 1.60, 9, 110, 04/21/2013 13:38:33   , 
874408, 1.04, 16.28, 11.59, 33.75, 43.24, 37.29, 1.27, 22.98, 15.50, 79.8, 8.3, 57.294570, -2.002300, 20.30, 1.60, 9, 110, 04/21/2013 13:38:36   , 
876665, 2.98, 24.51, 13.89, 34.99, 46.01, 43.75, 2.87, 25.50, 14.81, 80.0, 8.3, 57.294551, -2.002290, 20.00, 2.41, 8, 120, 04/21/2013 13:38:39   , 
878896, 0.80, 359.71, 197.14, 30.20, 43.79, 36.96, 1.09, 359.51, 198.45, 79.6, 8.5, 57.294498, -2.002290, 18.70, 2.66, 8, 120, 04/21/2013 13:38:43   , 
881843, 9.51, 356.96, 143.83, 33.83, 46.19, 39.70, 11.38, 357.08, 145.82, 79.5, 8.5, 57.294460, -2.002300, 18.10, 2.66, 9, 110, 04/21/2013 13:38:46   , 
884107, 5.19, 353.60, 77.77, 34.42, 41.91, 38.75, 6.47, 352.88, 79.87, 79.1, 8.5, 57.294429, -2.002300, 18.00, 2.81, 9, 110, 04/21/2013 13:38:49   , 
886338, 0.95, 357.25, 26.09, 35.13, 41.28, 39.85, 1.09, 356.16, 27.87, 78.0, 8.5, 57.294391, -2.002290, 17.60, 2.50, 9, 110, 04/21/2013 13:38:53   , 
889272, 0.85, 358.74, 280.32, 32.56, 40.60, 37.30, 1.33, 358.40, 280.91, 78.4, 8.5, 57.294361, -2.002270, 17.10, 2.50, 8, 140, 04/21/2013 13:38:56   , 
891540, 1.00, 348.30, 17.14, 27.57, 38.63, 35.07, 1.41, 342.49, 19.48, 78.2, 8.5, 57.294330, -2.002240, 17.70, 1.80, 9, 110, 04/21/2013 13:38:59   , 
893775, 4.48, 353.40, 12.44, 29.14, 40.29, 34.76, 6.83, 349.73, 16.94, -999, -999, 57.294288, -2.002230, 16.90, 1.22, 9, 110, 04/21/2013 13:39:04   , 
897224, 2.65, 357.75, 50.74, 28.43, 41.52, 34.21, 4.01, 355.85, 53.02, 77.6, 8.6, 57.294269, -2.002210, 16.80, 2.12, 8, 140, 04/21/2013 13:39:07   , 
899446, 4.63, 352.78, 15.23, 29.94, 37.42, 34.65, 6.04, 349.06, 21.09, 78.2, 8.7, 57.294239, -2.002200, 16.60, 2.17, 9, 110, 04/21/2013 13:39:10   , 
901697, 7.31, 18.60, 15.29, 34.12, 43.30, 40.59, 9.25, 21.86, 17.39, 78.1, 8.7, 57.294219, -2.002190, 16.40, 1.65, 9, 110, 04/21/2013 13:39:13   , 
904257, 0.26, 18.83, 5.22, 30.21, 39.13, 34.65, 0.35, 30.14, 7.55, 78.1, 8.7, 57.294189, -2.002200, 16.30, 1.65, 9, 110, 04/21/2013 13:39:16   , 
906510, 5.22, 355.86, 190.66, 30.96, 39.45, 35.98, 8.31, 354.56, 189.46, 77.8, 8.8, 57.294158, -2.002210, 16.50, 2.43, 9, 110, 04/21/2013 13:39:19   , 
908745, 2.40, 360.00, 43.58, 30.71, 38.55, 36.57, 3.32, 360.00, 46.14, 77.4, 8.8, 57.294120, -2.002210, 17.20, 1.97, 9, 110, 04/21/2013 13:39:23   , 
911673, 2.81, 352.23, 22.99, 33.96, 39.39, 38.49, 3.62, 348.91, 25.58, 77.4, 8.8, 57.294101, -2.002230, 17.90, 1.97, 9, 110, 04/21/2013 13:39:26   , 
913927, 0.72, 19.70, 14.68, 30.33, 38.90, 36.68, 0.96, 31.46, 19.45, 77.2, 8.8, 57.294078, -2.002240, 18.40, 1.59, 9, 110, 04/21/2013 13:39:29   , 
916156, 1.82, 18.02, 9.09, 32.10, 38.99, 36.59, 2.90, 23.93, 12.03, 77.0, 8.9, 57.294059, -2.002260, 19.20, 1.76, 9, 110, 04/21/2013 13:39:33   , 
919118, 0.27, 354.73, 11.63, 31.17, 39.11, 35.32, 0.33, 352.65, 15.94, 77.0, 8.9, 57.294029, -2.002270, 19.50, 1.76, 9, 110, 04/21/2013 13:39:36   , 
921389, 3.70, 356.22, 16.26, 33.55, 39.57, 35.27, 4.56, 354.94, 20.61, 77.0, 8.9, 57.294021, -2.002280, 20.20, 1.22, 9, 110, 04/21/2013 13:39:39   , 
923620, 3.37, 356.71, 179.74, 31.91, 39.48, 34.11, 4.73, 355.05, 178.49, 76.5, 8.9, 57.293991, -2.002300, 21.00, 1.83, 9, 110, 04/21/2013 13:39:43   , 
926537, 1.77, 15.05, 9.59, 32.84, 41.15, 37.28, 2.13, 20.30, 12.43, 76.5, 9.0, 57.293968, -2.002310, 21.50, 1.83, 9, 110, 04/21/2013 13:39:46   , 
928794, 1.58, 20.11, 14.19, 32.42, 40.11, 38.33, 2.21, 24.73, 17.79, 76.3, 9.0, 57.293949, -2.002330, 21.20, 1.98, 9, 110, 04/21/2013 13:39:49   , 
931021, 5.10, 353.32, 58.99, 31.98, 42.58, 37.15, 6.71, 351.63, 62.79, 75.8, 9.0, 57.293918, -2.002380, 21.30, 2.55, 9, 110, 04/21/2013 13:39:53   , 
933957, 4.78, 350.17, 182.46, 31.18, 42.50, 35.76, 5.22, 346.05, 182.69, 75.8, 9.0, 57.293899, -2.002420, 21.60, 2.55, 9, 110, 04/21/2013 13:39:56   , 
936222, 4.42, 359.46, 193.42, 35.24, 42.92, 38.06, 6.14, 359.33, 193.57, 75.7, 9.0, 57.293880, -2.002430, 21.70, 0.92, 9, 110, 04/21/2013 13:39:59   , 
938459, 0.90, 26.92, 21.43, 36.74, 47.44, 45.20, 1.01, 27.31, 21.10, 75.1, 9.1, 57.293849, -2.002460, 21.50, 2.36, 9, 110, 04/21/2013 13:40:03   , 
941364, 0.87, 24.35, 8.16, 35.36, 47.00, 38.00, 1.08, 26.41, 10.60, 75.6, 9.1, 57.293819, -2.002490, 21.20, 2.36, 9, 110, 04/21/2013 13:40:06   , 
943630, 6.83, 16.70, 12.97, 35.51, 38.79, 37.47, 9.41, 22.12, 16.80, 75.3, 9.0, 57.293788, -2.002520, 21.10, 1.97, 9, 110, 04/21/2013 13:40:09   , 
945860, 8.21, 359.48, 78.45, 30.29, 40.74, 35.69, 11.31, 359.26, 82.05, 75.4, 9.1, 57.293758, -2.002550, 21.50, 1.81, 9, 110, 04/21/2013 13:40:13   , 
948796, 8.57, 17.85, 12.16, 34.07, 39.97, 36.80, 11.07, 23.11, 16.08, 75.3, 9.0, 57.293739, -2.002570, 22.00, 1.81, 9, 110, 04/21/2013 13:40:16   , 
951063, 5.09, 18.79, 12.19, 35.65, 41.79, 40.32, 5.90, 25.23, 14.36, 75.5, 9.1, 57.293720, -2.002580, 22.30, 1.89, 9, 110, 04/21/2013 13:40:19   , 
953296, 7.26, 360.00, 187.93, 31.25, 37.60, 33.78, 11.11, 360.00, 191.55, -999, -999, 57.293689, -2.002650, 22.20, 1.29, 9, 110, 04/21/2013 13:40:24   , 
956718, 8.69, 9.80, 9.16, 30.73, 33.63, 32.91, 13.74, 15.59, 13.99, 74.8, 9.1, 57.293678, -2.002650, 22.30, 0.06, 9, 110, 04/21/2013 13:40:27   , 
958936, 2.05, 359.76, 18.87, 30.75, 37.29, 34.04, 3.14, 359.64, 21.95, 75.2, 9.1, 57.293670, -2.002670, 22.60, 2.88, 9, 110, 04/21/2013 13:40:30   , 
961182, 2.37, 24.38, 14.58, 32.34, 38.55, 36.13, 3.40, 29.62, 18.84, 75.3, 9.2, 57.293640, -2.002700, 22.80, 2.54, 9, 110, 04/21/2013 13:40:33   , 
963753, 4.65, 355.72, 38.61, 30.69, 38.26, 36.72, 7.80, 353.29, 43.03, 75.3, 9.1, 57.293609, -2.002730, 22.90, 2.54, 9, 110, 04/21/2013 13:40:36   , 
966026, 0.22, 26.33, 13.52, 27.18, 38.92, 35.31, 0.35, 35.29, 17.83, 75.3, 9.2, 57.293579, -2.002760, 22.80, 2.85, 9, 110, 04/21/2013 13:40:39   , 
968257, 3.49, 22.50, 14.58, 31.89, 38.63, 36.57, 5.61, 28.69, 19.53, 75.1, 9.2, 57.293540, -2.002800, 22.80, 2.55, 9, 110, 04/21/2013 13:40:43   , 
971200, 9.67, 28.77, 22.42, 35.19, 46.15, 43.07, 9.36, 34.21, 24.12, 75.0, 9.2, 57.293510, -2.002830, 22.50, 2.55, 9, 110, 04/21/2013 13:40:46   , 
973459, 1.27, 21.04, 9.66, 28.97, 38.58, 31.98, 2.06, 30.65, 14.34, 75.2, 9.3, 57.293479, -2.002860, 22.00, 3.19, 9, 110, 04/21/2013 13:40:49   , 
975684, 2.59, 355.39, 12.66, 25.87, 37.67, 29.72, 3.76, 351.87, 17.07, 75.2, 9.3, 57.293441, -2.002880, 21.30, 2.82, 9, 110, 04/21/2013 13:40:53   , 
978598, 6.81, 359.59, 103.53, 29.82, 38.87, 35.56, 10.19, 359.48, 109.11, 75.2, 9.3, 57.293411, -2.002930, 21.00, 2.82, 9, 110, 04/21/2013 13:40:56   , 
980877, 1.20, 353.02, 12.63, 30.85, 36.49, 35.95, 1.76, 349.40, 16.64, 75.1, 9.3, 57.293388, -2.002960, 21.20, 1.82, 9, 110, 04/21/2013 13:40:59   , 
983107, 3.73, 359.77, 100.30, 30.64, 39.43, 35.16, 6.07, 359.70, 104.36, 74.3, 9.3, 57.293361, -2.002990, 21.30, 2.23, 9, 110, 04/21/2013 13:41:03   , 
986027, 4.49, 20.26, 12.47, 34.05, 39.43, 35.66, 6.38, 24.17, 17.12, 74.8, 9.3, 57.293331, -2.003010, 21.30, 2.23, 9, 110, 04/21/2013 13:41:06   , 
988305, 1.93, 357.67, 60.05, 30.64, 40.08, 38.35, 3.25, 356.57, 63.05, 74.7, 9.3, 57.293300, -2.003020, 21.50, 2.12, 9, 110, 04/21/2013 13:41:09   , 
990482, 3.17, 21.18, 17.80, 31.18, 40.86, 39.35, 5.23, 31.38, 21.20, 74.3, 9.2, 57.293281, -2.003030, 22.00, 0.05, 9, 110, 04/21/2013 13:41:13   , 
993468, 13.98, 15.46, 14.85, 38.51, 39.69, 39.16, 16.81, 18.62, 18.04, 74.3, 9.2, 57.293281, -2.003040, 22.00, 0.05, 9, 110, 04/21/2013 13:41:16   , 
995719, 13.40, 23.94, 17.68, 37.64, 42.59, 41.53, 15.85, 27.08, 19.84, 74.5, 9.3, 57.293270, -2.003070, 21.70, 2.27, 9, 110, 04/21/2013 13:41:19   , 
997958, 1.96, 28.44, 18.82, 33.64, 44.40, 37.25, 2.45, 31.53, 23.97, -999, -999, 57.293251, -2.003140, 20.50, 1.60, 7, 160, 04/21/2013 13:41:24   , 
1001388, 8.16, 24.41, 10.95, 28.00, 38.26, 33.24, 12.40, 29.92, 16.27, 74.2, 9.3, 57.293239, -2.003180, 19.60, 2.67, 8, 130, 04/21/2013 13:41:27   , 
1003610, 14.28, 24.90, 21.66, 28.29, 40.44, 38.14, 19.92, 34.14, 26.81, 74.8, 9.3, 57.293209, -2.003240, 18.40, 3.26, 7, 160, 04/21/2013 13:41:30   , 
1005857, 4.94, 346.29, 32.85, 31.35, 40.76, 34.51, 7.57, 340.24, 36.16, -999, -999, 57.293178, -2.003280, 17.50, 3.14, 8, 130, 04/21/2013 13:41:34   , 
