 Date,Time,TimeM, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec,Event
 04/11/2013,05:06:20,321793,25.73,32.56,31.2,43.81,49.71,44.93,22.53,32.69,31.28,37.8,20.4,57.363948,-2.07366,20.2,15.22,8,110,In car
 04/11/2013,05:12:34,598746,31.54,34.35,32.66,45.48,47.39,47.02,30.58,32.82,30.85,,,57.297649,-2.04934,43.1,62.35,10,90,In car
 04/11/2013,05:12:37,602188,29.27,32.55,31.83,41.83,45.72,45.13,31,32.55,31.71,34.1,19.8,57.29692,-2.04922,44.7,61.04,10,90,In car
 04/11/2013,05:12:40,604411,31.44,33.57,33.21,45.64,47.08,46.55,29.96,32.75,31.8,34.6,19.8,57.296188,-2.04899,46.9,60.85,10,90,In car
 04/11/2013,05:12:44,606655,31.81,36.69,33.99,44.86,47.39,46.89,30.66,36.82,32.25,,,57.295238,-2.04865,49.9,60.37,10,90,In car
 04/11/2013,05:12:48,609986,31.54,34.53,33.59,44.74,48.56,46.36,29,34.22,32.36,34.2,19.8,57.294281,-2.04831,52.1,60.3,10,90,In car
 04/11/2013,05:12:51,612893,30.27,33.46,31.85,43.9,45.5,44.53,30.17,33.57,32.27,34.7,19.8,57.293579,-2.04803,53.3,59.77,10,90,In car
 04/11/2013,05:12:54,615153,32.11,34.97,33.17,46.37,47.74,46.87,29.7,33.4,31.48,34.7,19.8,57.292869,-2.04773,54.7,60.91,10,90,In car
 04/11/2013,05:12:59,617388,30.39,36.08,31.52,44.5,46.94,45.18,28.81,36.21,31.37,,,57.291648,-2.04729,55.1,62.45,10,90,In car
 04/11/2013,05:13:02,620837,30.17,34.17,31.73,44.02,50.13,44.42,27.78,33.17,32.25,34.3,19.8,57.290908,-2.04706,55.1,62.89,10,90,In car
 04/11/2013,05:13:05,623062,30.64,34.47,31.36,43.92,45.84,45.25,30.54,35.49,31.13,34.8,19.8,57.290161,-2.04681,55.9,63.22,10,90,In car
 04/11/2013,05:13:08,625302,29.16,33.15,32.48,44.63,47.62,46.74,28.76,32.12,30.92,34.8,19.8,57.28944,-2.04656,57.9,59.28,10,90,In car
 04/11/2013,05:13:11,627861,31.85,36.14,33.07,47.16,50.29,49.48,27.29,34.11,29.13,34.8,19.8,57.288738,-2.04644,59.4,57.5,10,90,In car
 04/11/2013,05:13:14,630108,31.15,35.46,33.32,48.56,51.31,49.4,27.07,31.94,29.41,34.8,19.8,57.288051,-2.04657,60,57.41,10,90,In car
 04/11/2013,05:13:19,632342,32.03,34.61,33.96,47,51.55,49.11,28.63,31.94,30.25,,,57.286998,-2.04742,59.7,57.33,10,90,In car
 04/11/2013,05:13:22,635752,31.87,35.92,33.21,46.1,47.92,46.62,30.48,33.86,31.75,34.3,19.8,57.286418,-2.04817,59.3,59.98,10,90,In car
 04/11/2013,05:13:25,637977,33,34.6,33.73,45.78,47.9,47.33,30.56,33.51,31.62,34.7,19.8,57.28582,-2.049,58.6,62.02,10,90,In car
 04/11/2013,05:13:29,640217,29.82,33.98,31.1,45.12,48.35,46.3,28.8,32.86,29.96,,,57.285011,-2.05013,57.7,62.75,10,90,In car
 04/11/2013,05:13:33,643563,28.59,31.9,29.68,41.61,44.53,42.47,29.57,33.46,31.91,34.7,19.7,57.28413,-2.05105,57.5,62.84,10,90,In car
 04/11/2013,05:13:36,646484,30.69,33.52,33.15,42.53,46.21,45.59,31.73,34.22,32.61,34.7,19.7,57.28339,-2.05146,57.4,65.05,10,90,In car
 04/11/2013,05:13:39,648735,30.12,33.1,31.18,45.48,48.06,47.03,28.66,31.54,29.4,34.6,19.7,57.282611,-2.05176,57.2,65.55,10,90,In car
 04/11/2013,05:13:43,650969,30.64,33.87,32.38,45.87,48.17,47.15,28.9,31.68,30.46,34.6,19.7,57.2816,-2.05214,57.6,62.76,10,90,In car
 04/11/2013,05:13:46,653896,30,32.72,31.84,43.18,46.36,43.91,28.83,33.69,32.83,34.6,19.7,57.28086,-2.0524,57.5,62.28,10,90,In car
 04/11/2013,05:13:49,656146,29.69,34.3,32.36,44.04,46.94,46.15,28.05,33.91,31.33,34.6,19.7,57.280101,-2.0525,56.8,63.74,10,90,In car
 04/11/2013,05:13:53,658384,30.75,32.92,31.13,45.5,47.03,46.1,29.82,31.89,30.16,34.1,19.7,57.279121,-2.05255,58,59.44,10,90,In car
 04/11/2013,05:13:56,661321,29.26,32.29,30.45,45.13,47.3,46.4,28.15,32.17,29.25,34.7,19.7,57.278438,-2.05256,59,55.13,10,90,In car
 04/11/2013,05:13:59,663585,30.1,34.06,33.06,45.66,47.76,46.99,28.27,32.98,31.28,34.7,19.7,57.277778,-2.05262,58.3,54.9,10,90,In car
 04/11/2013,05:14:03,665823,33.81,37.86,36.33,48.57,51.82,50.98,29.32,33.42,30.81,34.8,19.7,57.276889,-2.05302,57.1,59.23,10,90,In car
 04/11/2013,05:14:06,668756,31.11,34.13,33.31,44.02,47.9,47.1,30.17,35.04,31.41,34.8,19.7,57.276191,-2.05344,56,62.28,10,90,In car
 04/11/2013,05:14:09,671008,30.54,34.53,32.03,44.61,48.63,46.04,28.94,33.2,31.1,34.7,19.7,57.275459,-2.05384,54.4,62.61,10,90,In car
 04/11/2013,05:14:13,673250,29.05,33.51,32.83,44.65,46.67,45.7,28.18,32.93,32.2,34.7,19.6,57.274501,-2.05425,55.2,60.51,10,90,In car
 04/11/2013,05:14:16,676201,31.59,33.99,32.97,44.48,47.26,46.69,29.96,34.47,31.46,34.8,19.7,57.273769,-2.0545,55.2,62.91,10,90,In car
 04/11/2013,05:14:19,678458,30.12,33.75,31.09,45.36,48.23,46.75,27.61,31.78,29.57,34.7,19.7,57.27301,-2.05475,53.8,63.25,10,90,In car
 04/11/2013,05:14:23,680700,28.42,30.53,29.35,42.67,45.23,43.31,29.23,31.11,30.82,34.2,19.7,57.272018,-2.05501,53.4,60.83,10,90,In car
